word,pronunciation,word_type,definitions,examples,pl
bɛɛne,bɛɛ́ nɪ́,,,,
bɛge,bɛ̀gɪ,,,,
bɛgelaa,bɛ̀gɪlàá,,,,
bɛlɛmbɛgere,bɛ̀lɛ̀mbɛgrɪ́,,,,
bɛlɛnte,bɛlɛ́	ntɪ́,,,,
bɛlle,bɛ̀llɪ,,,,
bɛlle,bɛ̀llɪ,,,,
bɛlle,bɛllɪ́,,,,
bɛllebɛllɛ,bɛ̀lbɛllɛ́,,,,
bɛmbɛŋ,bɛmbɛ́ ŋ,,,A peroo e la sɔgelaa bɛmbɛŋ. The sheep is extremely black.,
bɛmbɛŋ,bɛ̀mbɛŋ,,,,
bɛmbiri,bɛmbírì,,,,
bɛmbugo,bɛmbùgó,,,,
bɛmbuli,bɛmbúlí,,,,
bɛmpaala,bɛmpáálà,,,,
bɛmpelaa,bɛmpɪ́ láá,,,,
bɛmpɛɛre,bɛmpɛ́	̀ɛ̀rɪ,,,,
bɛmpɛge,bɛmpɛ́	gɪ́,,,,
bɛndaa,bɛndàà,,,,
bɛndaa,bɛndáá,,,,
bɛnwɔne,bɛnwɔ́	́nɪ,,,,
bɛnzɔŋe,bɛnzɔ́ ́ŋ,n,,,
bɛnzɔɔre,bɛnzɔ́ ̀ɔ̀rɪ,,,,
bɛŋe,bɛ̂ŋ,v,,,
bɛŋe,bɛ̀ŋ,v,,,
bɛŋɛ,bɛŋɛ́	̀,n,,,
bɛŋgbɛre,bɛ̀ŋgbɛ̀rɪ,,,,
bɛŋkorɔ,bɛŋkʊ́ ́rɔ́,n,,,
bɛŋkuoŋaa,bɛŋkúóŋáá,,,,
bɛraa,bɛráá,,,,
bɛraa,bɛ̀ràá,n,,,
bɛre,bɛ̀rɪ,,,"Dabẽɛ deme maŋ boɔrɔ ka ba bɛre ba dendɔmɔ ko. Cowards always try to kill their enemies by poisoning them. bɛrɛɛ, bɛrɛ, bɛrɛ, bɛrebɛ, bɛraa, bɛrebɛ",
bɛre,bɛ̀rɪ,,,"O da di la a bondirii tasoga leɛ zeŋe bɛre. After eating for some time, she sat back and thought. bɛrɛɛ, bɛrɛ, bɛrɛ, bɛrebɛ, bɛraa, bɛrebɛ",
bɛre,bɛrɪ́,,,A naakyeenɛ bɛre la naadɔgerɔ na bare.,
uri,bɛ̀rɪn-ùrí,,,,
bɛroŋ,bɛrʊ́	́ŋ,adj,,,
bibile,bìbílé,n,,,
deɛnaa,bìbílédɪɛ́ náá,n,,,
bibore,bíbʊ̀ rɪ,,,,
bidɛndɛŋe,bìdɛ̀ndɛŋ,,,,
bidɛŋe,bìdɛŋ,,,,
bidɔŋe,bìdɔ̂ŋ,n,,,
bidɔɔ,bìdɔ́ɔ́,n,,,
bie,bíé,n,,Fo sori na yiibu bie la dabuo? What date have you set for your journey?,
bie,bíè,n,,,
bie,bíé,adv,,"A pɔlbile na de la pɔge, a bebiri la naŋ ba bie. The young man will marry, it just has not happened yet. -, biere, biere, bieribe, bieraa, bieribe",
biebie,bíébíé,adv,,"Bieo,",
bieri,bíérí,n,,,
bifaa,bìfáá,n,,,
bifaa,bífáá,n,,,
bifẽe,bífɪɪ̃́,,,,
bifõɔo,bífʊ̃́ɔ̃́ʊ̃́,n,,,
bigaalaa,bìgáálàá,n,,,
bigaale,bìgààlɪ,,,,
bigane,bìgánɪ,,,,
bigeŋ,bìgèŋ,adv,,,
bigileŋ,bìgìlèŋ,adj,,A kuuri waa la bigileŋ lɛ. The stone is large and heavy.,
bigiri,bígírí,n,,,
bigiri,bígírí,adj,,A maŋgo deɛ waa la bigiri. The mango is fibrous.,
bigiri,bìgìrì,v,,,
biiree,bììréé,n,,,
biiridalempoɔ,bììrìdàlɪmpʊ̀ ̀ ɔ̀,n,,,
biirikpoŋi,bíírìkpôŋ,n,,,
bikaa,bìkáà,n,,,
bikaale,bíkààlɪ,,,,
bikaara,bìkáárá,n,,,
biko,bìkʊ́,n,,,
bikoŋkonaa,bìkóŋkónáá,n,,,
bikoɔraa,bìkʊ́ɔ́ráá,n,,,
bikore,bìkʊ́rɪ,,,,
bikũu,bìkṹũ̀,n,,,
bikũu,bìkṹṹ,n,,,
bikpeebɛ,bìkpɪɪ́ bɛ́,,,,
bikyelaa,bìʧɪláà,,,,
bikyɛnaa,bìʧɛnáá,,,,
bildɛŋe,bìldɛŋ,,,,
bile,bílé,adj,,A kparoo waa la bile; o koŋ kpɛ a bie. The shirt is small; it won’t fit the child.,
bile,bílé,n,,,
bileɛ,bìlɪɛ́,,,,
bilembileŋ,bílémbíléŋ,adj,,,
bilembileŋ,bìlèmbíléŋ,n,,,
bilembileŋ,bìlèmbíléŋ,adj,,,
bilentimm,bìlèntìmm,adj,,,
bilɛɛ,bìlìɛ̀,n,,,
bilibala,bìlìbálá,adv,,"O le nyɔge la a bombɛroŋ na lɛ bilibala. S/he firmly grabbed the fat one. billi [bìllì] v. to roll (a heavy object along the ground) billee, bille, bille, bilibe, billaa",
billi,bíllí,v,,,
bimaraa,bìmáráá,n,,,
bimbiŋ,bímbíŋ,adv,,A saa koe la bimbiŋ lɛ. The rain clouds have gotten awfully thick.,
bimbiŋe,bìmbìŋé,n,,,
bimeŋɛ,bìmɪŋɛ́,,,,
bimm,bìmm,adv,,A bugo e la kpoŋ bimm lɛ. The granary is big and solid.,
bimpeɛle,bìmpɪɛ́ lɪ́,,,Ba toŋ yeli ka n pɔge ma beɛrɛ la ka o deɛ yɔ nyeɛrɛ bimpeɛle. A message was sent to inform my wife that her mother was sick and she is in utter distress and fear. 2,
bimporɔ,bìmpʊ́rɔ́,n,,,
eɛraa,bìn-ɪɛ́ ráá,,,,
bini,bíní,n,,,
binnyeɛbo,bìnɲɛɪɛ́ bʊ́	́,n,,,
binɔnaa,bìnɔ̀náá,n,,,
binɔŋe,bìnɔ̀ŋ,n,,,
bintanyeɛrɛ,bìntàɲɪɛ́ rɛ́,,,,
binzẽe,bìnzɪɪ̃́,,,,
biŋi,bìŋ,v,,,
biŋibiŋi,bìŋìbíŋí,v,,"A tanzuŋ waa la bile, ka a doge biŋibiŋine. The pot holder is small and so the pot is moving unsteadily. biŋibiŋee, biŋibiŋine, biŋibiŋine, biŋibiŋinime, biŋibiŋinaa, biŋibiŋinime",
biŋkõɔ,bǐŋkʊ̃́ɔ̃́,n,,,
biŋkɔnnyeɛrɛ,bìŋkɔ́nɲɪɛ́ rɛ́,,,,
bipeɛ,bìpɪɛ́,,,,
bipoɔnaa,bìpʊ́ɔ́náá,n,,,
bipɔlbile,bìpɔ́lbílé,n,,,
bipɔlee,bìpɔ́lɪɪ́,,,,
bipɔllee,bìpɔ́lléé,n,,,
bipuulee,bìpúúléé,n,,,
biraa,bíráá,n,,,
biri,bírí,v,,"Gyaŋgbonni biri la tɛne a dasɛrɛɛ poɔ eŋe a kõɔ poɔ. The mice broke debris from the ceiling into the water. biree, bire, bire, biribe, biraa, biribe",
biri,bírì,v,,,
biri,bìrì,v,,"O deɛ biri la a taŋa kyɛ le. S/he just passed the hill a little and fell. biree, bire, bire, biribe, biraa, biribe",
biri,bírì,n,,,
biri,bírì,n,,Te zenɛ toma ŋa eŋ yi la biri. Our work today has been fruitful. biribiri [bìrìbìrì] adv. rushing in large numbers e.g. in a stampede,
biribiri,bíríbírí,adv,,O zagerɛɛ biribiri ka o koŋ gaa. He has completely refused to go. (2) completely black,
biribiri,bìrìbírí,v,,"A sori na taa la kusiwara te zuo ka fo maŋ kyɛnɛ ka fo gbɛɛ bibire. That road has too much gravel, so your feet slip around as you walk on it. biribiree, biribire, biribire, biribiribe, biribiraa",
birikyi,bìríʧì,n,,,
birikyilaa,bìríʧìláá,n,,,
birikyisaabo,bìríʧìsáábʊ́,n,,,
birisi,bìrísì,n,,,
biriyokpekperaa,bìríyǒkpɪkpìráà,,,,
biriyonaameɛo,bíríyònààmɪɛ̀ ʊ,,,,
biriyuo,bìríyúó,n,,,
bisaa,bìsàá,n,,,
bisoŋ,bìsʊ́ŋ,n,,,
bitoroo,bìtòróò,n,,,
bitɔgelɔ,bìtɔ́glɔ̀,n,,,
bituuro,bìtúúró,n,,,
biweɛmɛ,bìwɪɛ́ mɛ́,,,,
biweɛraa,bìwɪɛ́ ráá,,,,
biwolaa,bìwʊ́láá,n,,,
biyaalaa,bìyááláá,n,,,
biyaale,bìyáálɪ,,,,
biyaaleyieluŋ,bìyáálɪyíélúŋ,,,,
biyoɔraa,bìyʊ́ɔ́ráá,n,,,
biyopore,bìyópʊ̀ rɪ,,,,
biyuori,bìyúórí,n,,,
bizɛgɛ,bìzɛ̀gɛ,,,,
bizɔnzɔɔ,bìzɔ̀nzɔ́ɔ́,n,,,
bo,bʊ́,v,,,
bo,bʊ̀,v,,"Ba na bo la sɛre kyɛ gaa a kɔɔto. They will confer before they go to court. (2) to suppose, Fo bo ka boŋ ka a saana na taa wa ne? What do you suppose the stranger will bring along? boɛ, boorɔ, boorɔ, booreba, booraa, booreba",
bobɛllɛ,bʊ̀ bɛllɛ́,,,,
boboo,bʊ̀ bʊ́ʊ́,adj,,,
boboruu,bóbórúú,n,,,
bobɔge,bʊ̀ bɔ̀gɪ,,,,
bodaa,bʊ̀ dáá,n,,,
ansiinee,bʊ̀ dáá-ánsíínéé,n,,,
bodaanonnoonaa,bʊ̀ dáánʊ́nnʊ́ʊ́náá,n,,,
bodalane,bʊ́dàlánɪ,,,,
bodalee,bʊ̀ dàléé,n,,,
bodateɛne,bʊ̀ dàtɪɛ́ nɪ́,,,,
bodavaraa,bʊ̀ dàváràà,n,,,
bogere,bʊ́grɪ,,,,
bogi,bògí,n,,,
katakye,bògìgbɛrekátákyè,n,,,
bogikantoo,bògíkántóó,n,,,
bogisulee,bògsùlèè,n,,,
bogiti,bógítì,n,,,
ũu,bògì-ũ̀ũ̀,n,,,
faare,bògì-ũ̀ũ̀-fáárɪ,,,,
libie,bògì-ũ̀ũ̀-líbíè,n,,,
naazoɔ,bògì-ũ̀ũ̀-náázʊ́ɔ́,n,,,
ũuno,bògì-ũ̀ũ̀nó,n,,,
saabo,bògì-ũ̀ũ̀-sáábʊ́,n,,,
sawɔlɔ,bògì-ũ̀ũ̀-sáwɔ́lɔ́,n,,,
zanna,bògì-ũ̀ũ̀-zànná,n,,,
bogivuo,bògìvùò,n,,,
bogizeɛ,bògzɪɛ̀ ̀,n,,,
bogɔbogɔ,bʊ́gɔ́bʊ́gɔ́,adv,,,
boguolo,bʊ̀ gúóló,n,,,
uuno,bòg-úúnó,n,,,
bokolɔ,bʊ̀ kʊ̀ lɔ̀,n,,,
bokontawɛ,bʊ̀ kòntáwɛ,,,,
bokoŋ,bʊ̀ kóŋ,n,,,
bokore,bʊ̀ kʊ́rɪ,,,,
bokpɛ,bʊ̀ kpɛ̀,v,,,
bolaakaatoo,bʊ̀ lààkààtʊ̀ ʊ̀,adv,,,
bolaare,bʊ̀ láárɪ,,,,
bole,bʊ́lɪ,,,,
bolebole,bʊ̀ lbʊ́lɪ,,,,
bolee,bʊ̀ léé,n,,,
bolenaa,bʊ̀ lénáá,n,,,
leŋi,bʊ̀ -léŋ,n,,,
boli,bólí,v,,,
boli,bòlí,adj,,,
bolle,bʊ̀ llɪ,,,,
bolɔ,bʊ̀ lɔ́,n,,,
bolɔbolɔ,bʊ́lɔ́bʊ́lɔ́,adv,,,
boluu,bòlúú,pron,,,
bombaala,bʊ́mbààlá,n,,,
bombaalaa,bʊ́mbààlàà,n,,,
bombaaraa,bʊ́mbààráà,n,,,
bombaaraa,bʊ́mbááráá,n,,,
bombalaa,bʊ́mbáláá,n,,,
bombalaa,bʊ́mbàlàà,n,,Yeŋ ka fo ta pɔge a bombalaa ŋa? Where did you get this kind of thing?,
bombaltakyelmɛ,bòmbàltáʧɪmɛ́,,,,
bombannaa,bʊ́mbànnáà,n,,,
bombaŋe,bʊ́mbàŋ,n,,,
bombare,bʊ̌mbàrɪ,,,,
bombeene,bʊ́mbɪɪ́ nɪ́,,,,
bombeɛ,bʊ́mbɪɛ́,,,,
bombeɛraa,bʊ́mbɪɛ̀ ráà,,,,
bombeɛre,bʊ́mbɪɛ̀ ̀rɪ,,,,
bombiiri,bʊ́mbíírí,n,,,
bombile,bòmbílé,n,,,
bombile,bʊ́mbílé,n,,,
bombo,bǒmbò,n,,,
bombolaa,bʊ́mbʊ́láá,n,,,
bombone,bʊ́mbʊ́nɪ,,,,
bombonoone,bǒmbònʊ̀ ʊ̀ nɪ,,,,
bomboŋɔ,bʊ́mbʊ̀ ŋɔ́,n,,,
bombooree,bʊ́mbʊ́ʊ́rɪ,,,,
bomboorɔ,bʊ́mbʊ́ʊ́rɔ́,n,,,
bomboɔraa,bʊ́mbʊ́ɔ́ráá,n,,,
bomboɔre,bʊ́mbʊ́ɔ́rɪ,,,,
bomboraa,bʊ́mbʊ̀ ráà,n,,,
bombore,bʊ́mbʊ̀ rɪ,,,,
sawɔlɔ,bòmbò sáwɔ́lɔ́,n,,,
bombɔ,bʊ́mbɔ́,n,,,
bombɔgɔ,bʊ́mbɔ́gɔ́,n,,,
bombugilaa,bʊ́mbúglàá,n,,,
bombulaa,bʊ́mbúláá,n,,,
bombuli,bʊ́mbúlí,n,,,
bombuuraa,bʊ́mbúúràá,n,,,
bommaalaa,bʊ́mmààláà,n,,,
bommaale,bʊ́mmààlɪ,,,,
bommaane,bʊ́mmàànɪ,,,,
bommaaroŋ,bʊ́mmáárʊ́ŋ,n,,,
bommannaa,bʊ́mmánnáà,n,,,
bompaare,bʊ́mpáárɪ,,,,
bompaare,bǒmpáárɪ,,,,
bompaare,bǒmpáárɪ,,,,
bompare,bʊ́mpárɪ,,,,
bompeelaa,bʊ́mpɪɪ́ láá,,,,
bompeelaa,bʊ́mpɪɪ́ láá,,,,
bompege,bʊ́mpɪgɪ̀,,,,
bompegelaa,bʊ́mpɪgláà,,,,
bompegeraa,bʊ́mpɪgráà,,,,
bompegɛ,bʊ́mpɪgɛ́,,,,
bompelaa,bʊ́mpɪlàá,,,,
bompere,bʊ́mpɪrɪ̀,,,,
bompere,bʊ́pɪrɪ́,,,,
bompɛɛre,bʊ́mpɛ̀ɛ̀rɪ,,,,
bompɛge,bʊ́mpɛgɪ́,,,,
bompɛgelaa,bʊ́mpɛgláà,,,,
bompɛgeraa,bʊ́pɛgráá,,,,
bompɛlaa,bʊ́mpɛláá,,,,
bompɛle,bʊ́mpɛlɪ́,,,,
bompɛle,bʊḿpɛ̀lì,n,,,
bompɛnnaa,bʊ́mpɛ̀nnáá,n,,,
bompɛnne,bʊ́mpɛ̀nnɪ,,,,
bompi,bʊ́mpí,n,,,
bompigiraa,bʊ́mpǐgráà,n,,,
bompiiraa,bʊ́mpììráà,n,,,
bompiiraa,bʊ́mpííráá,n,,,
bompiiraa,bʊ́mpííráá,n,,,
bompiire,bʊ́mpííré,n,,,
bompollaa,bʊ́mpʊ́lláá,n,,,
bompoɔ,bʊ́mpʊ́ɔ́,n,,,
bompoɔraa,bʊ́mpʊ́ɔ́ráá,n,,,
bomporaa,bʊ́mpʊ́ráá,n,,,
bompore,bʊ́mpʊ̀ rɪ,,,,
bompore,bʊ́mpʊ́rɪ,,,,
bompore,bʊ́mpʊ́rɪ,,,,
bompɔ,bʊ́mpɔ́,n,,,
bompɔge,bʊ́mpɔ̀gɪ,n,,,
bompɔle,bʊ́mpɔ́lɪ,,,,
bompɔre,bʊ́mpɔ́rɪ,,,,
bompɔrɔ,bʊ́mpɔ́rɔ̀,n,,,
bompugo,bʊ́mpúgó,n,,,
bompulonpuloŋ,bʊ́mpùlònpúlóŋ,,,,
bompuuraa,bʊ́mpùùráà,n,,,
bompuuraa,bʊ́mpùùráà,n,,,
bompuuri,bʊ́mpúúrí,n,,,
bonaare,bʊ̀ náárɪ,n,,,
bonda,bʊ́ndà,n,,,
bondaa,bʊ́ndáá,n,,,
bondaa,bʊ́ndáà,n,,,
bondaana,bʊ́ndááná,n,,,
bondaaraa,bʊ́ndààráà,n,,,
bondaga,bòndàgà,n,,,
bonde,bʊ́ndɪ,,,,
bondegere,bʊ́ndɪgrɪ,,,,
bondemannewullaa,bʊ́ndɪmán-́ nɪwúlláá,,,,
bondɛgere,bʊ́ndɛgrɪ̌,,,,
bondi,bʊ́ndì,n,,,
bondikaraa,bʊ́ndìkáráá,n,,,
kpaa,bóndì-kpàà,n,,,
bondimaala,bʊ́ndímáálá,n,,,
bondiraa,bʊ́ndìráà,n,,,
bondire,bʊ́ndíré,n,,,
bondirii,bʊ́ndìríì,n,,,
sãa,bʊ́ndì-sã̀ã̀,n,,,
bondizie,bʊ́ndìzíé,n,,,
bondogelaa,bʊ́ndʊ́gláá,n,,,
bondogeraa,bʊ́ndʊ́gráá,n,,,
bondonaa,bʊ́ndʊ̀ náà,n,,,
bondori,bʊ́ndórí,n,,,
bondɔgelaa,bʊ́ndɔ́gláá,n,,,
bondɔgeraa,bʊ́ndɔ̀gèràà,n,,,
bondɔgerɔ,bʊ́ndɔ̀gèrɔ̀,n,,,
bone,bʊ́nɪ,,,,
bone,bʊ́nɪ,,,,
ennaa,bʊ́n-ɪnnáà,,,,
bonfa,bʊ́nfá,n,,,
bonfaa,bʊ́nfáá,n,,,
bonfaa,bʊ́nfáà,n,,,
bonfaaraa,bʊ́nfááráá,n,,,
bonfane,bʊ́nfànɪ,,,,
bonfarafara,bʊ́nfàràfàrà,n,,,
bonfẽe,bʊ́nfɪɪ̃́,,,,
bonfeeloo,bʊ́fɪɪ́ lʊ́ ́ʊ́,n,,,
bonfegɛ,bʊ́nfɪgɛ̀,,,,
bonfogeloo,bʊ́nfʊ́glʊ́ʊ́,n,,,
bonfogiluu,bʊ́nfóglúú,n,,,
bonfole,bʊ́nfʊ̀ lɪ,,,,
bonfolo,bʊ́nfòló,n,,,
bonfõɔo,bʊ́nfʊ̃́ɔ̃́ʊ̃́,n,,,
bonfɔraa,bʊ́nfɔ́ráá,n,,,
bonfuraa,bʊ́nfùráà,n,,,
bonfuuraa,bʊ́nfùùráá,n,,,
bonii,bʊ̀ níì,adj,,,
bonkyeɛraa,bʊ́nʧɪɛ́ ráá,,,,
bonkyɛlee,bʊ́nʧɛlɪ́ ɪ́,,,,
bonlaane,bʊ́nláánɪ,,,,
bonlane,bʊ́nlánɪ,,,,
bonlee,bʊ́nléé,n,,,
bonlee,bònléé,n,,,
bonnaakale,bǒnnààkálɪ,,,,
bonnaŋ,bʊ́nnáŋ,n,,,
bonne,"bʊ̀ nnɪ, bʊ̀ ́nnɪ",,,,
bonneɛ,bʊ́nnɪɛ́,,,,
bonni,bónní,v,,,
bonnimiri,bʊ́nnímírì,n,,,
bonnoɔ,bʊ́nnʊ̀ ɔ̀,n,,,
bonnyaa,bʊ́nɲáà,n,,,
bonnyaanaa,bʊ́nɲáànáà,n,,,
bonnyaara,bʊ́nɲàárɪ,,,,
bonnyagere,bʊ́nɲágɪrɪ́,,,,
bonnyaŋaa,bʊ́nɲáŋáá,n,,,
bonnyaŋaa,bònɲàŋáà,n,,,
bonnyuu,bʊ́nɲúú,n,,,
bonnyuu,bʊ́nɲúú,n,,,
bonnyuuraa,bʊ́nɲúúráá,n,,,
bononnoonaa,bʊ̀ nʊ́nnʊ́ʊ́náá,n,,,
bonoone,bʊ̀ nʊ̀ ʊ̀ nɪ,,,,
bonɔbonɔ,bʊ̀ nɔ̀bʊ̀ nɔ̀,adv,,A zeɛre zu deɛ e la bonɔbonɔ lɛ. The surface of the soup looks oily. Var. bonabona,
bonsãa,bʊ́nsã̀ã̀,n,,,
bonsaalaa,bʊ́nsààlàà,n,,,
bonsaaloŋ,bʊ́nsààlʊ́ŋ,n,,,
bonsaana,bʊ́nsáánà,n,,,
bonsaana,bʊ́nsááná,n,,,
bonsaanaa,bʊ́nsáánáá,n,,,
bonsammo,bʊ́nsàmmʊ́,n,,,
bonsaraa,bʊ́nsáràà,n,,,
bonseenaa,bʊ́nsɪɪ́ náà,,,,
bonseɛraa,bʊ́nsɪɛ́ ráá,,,,
bonseɛraa,bʊ́nsɪɛ́ ráá,,,,
bonseɛraa,bʊ́nsɪɛ́ ráá,,,,
bonsennaa,bʊ̀ nsɪnnáà,,,,
bonserɛ,bʊ́nsɪrɛ̀,,,,
bonsɛgeraa,bʊ́nsɛgráá,,,,
bonsɛgeraa,bʊ́nsɛ̀gráà,n,,,
bonsigiraa,bʊ́nsìgráà,n,,,
bonso,bʊ́nsʊ́,n,,Bonso ka fo ba gaa a daa? Why have you not gone to the market?,
bonso,bónsó,conj,,Ba ba gaa a sori bonso a lɔɔre sãaɛ la. They could not go on the trip because the car broke down. bonsoŋ [bʊ́nsʊ́ŋ] n. a good or,
bonsooraa,bʊ́nsʊ́ʊ́ráá,n,,,
bonsooraa,bʊ́nsʊ́ʊ́ráà,n,,,
bonsɔgelaa,bʊ́nsɔ́gláà,n,,,
bonsɔgele,bʊ́nsɔ́glɪ,,,,
bonsɔraa,bʊ́nsɔ̀ráà,n,,,
bonsɔraa,bʊ́sɔ́ráá,n,,A pɔge iri la a bonsɔraa kaŋa. The woman took one of the already counted ones.,
bonsu,bʊ́nsù,n,,,
bonsu,bʊ́nsù,n,,,
bonsugo,bʊ́nsúgò,n,,,
bonsuuraa,bʊ́nsúùráà,n,,,
bontaa,bʊ́ntáà,n,,,
bontage,bʊ́ntágɪ,,,,
bontale,bʊ́ntálɪ,,,,
bontaŋa,bòtáŋá,n,,,
bontara,bʊ́ntárá,n,,,
bonteɛ,bʊ́ntɪɛ̀ ̀,n,,,
bonteɛraa,bʊ́ntɪɛ̀ ̀ráà,n,,,
bonteɛraa,bʊ́ntɪɛ̀ ̀ráà,n,,,
bonteɛraa,bʊ́ntɪɛ̀ ̀ráà,n,,,
bonteɛrɛ,bʊ́ntɪɛ́ rɛ́,,,,
bontegeroŋ,bʊ́ntɪgrʊ́	́ŋ,n,,,
bonteraa,bʊ́ntɪráà,,,,
bontere,bʊ́ntɪrɪ́,,,,
bontere,bʊ̀ ntɪrɪ,,,,
bontɛge,bʊ́tɛgɪ́,,,,
bontɛgeraa,bʊ́ntɛ̀gráà,n,,,
bontɛgerɛ,bʊ́ntɛgrɛ́,,,,
bonto,bʊ́ntʊ́,n,,,
bonto,bòntó,n,,,
bontobo,bʊ́ntòbó,n,,,
bontoɔlaa,bʊ́ntʊ́ɔ́láá,n,,,
bontɔraa,bʊ́ntɔ̀ráà,n,,,
bontɔre,bʊ́ntɔ̀rɪ,,,,
bontɔre,bʊ́ntɔ̀rɪ,,,,
bontuo,bʊ́ntúó,n,,,
bonuu,bʊ̀ núú,adj,,,
bonvaane,bʊ́nvàànɪ,,,,
bonvaraa,bʊ́nváràà,n,,,
bonvelaa,bʊ́nvɪlàá,,,,
bonveraa,bʊ́nvɪráà,,,,
bonveraa,bʊ́nvɪráà,,,,
bonvere,bʊ́nvɪrɪ̀,,,,
bonvere,bʊ́nvɪrɪ̀,,,,
bonvooraa,bʊ́nvʊ́ʊ́ráá,n,,,
bonvoɔloŋ,bʊ́nvʊ̀ ɔ̀lʊ̌ŋ,n,,,
bonvore,bʊ́nvʊ́rɪ,,,,
bonvuo,bʊ́nvùó,n,,,
bonvuuraa,bʊ́nvúúráá,n,,,
bonweɛ,bʊ́nwɪɛ́,,,,
yaga,bʊ́ŋ-yágà,n,,,
yeɛle,bʊ́n-yɪɛ́ lɪ́,,,,
yɛɛ,bʊn-yɛɛ,n,,,
yɛraa,bʊ́n-yɛ̀ráà,n,,,
yoɔraa,bʊ́n-yʊ́ɔ́ráá,n,,,
yɔmɔ,bʊ́n-yɔ̀mɔ́,n,,,
yuo,bʊ́n-yúó,n,,A bie yage la a kparoo na bare kyɛ de bonyuo. The boy took off that shirt and took a different one.,
yuori,bún-yúórì,n,,,
bonzaa,bʊ̂ nzàá,n,,"Fo na nyɛ la bonzaa fo naŋ boɔrɔ. You will get anything that you want. (2) everyone, Bonzaa naŋ wa kyɛ taa la puoraa. Thanks to everyone who has come here.",
bonzagelaa,bʊ́nzágláá,n,,,
bonzeɛ,bʊ́nzɪɛ̀ ̀,n,,,
bonzoolɔ,bʊ́nzʊ́ʊ́lɔ́,n,,,
bonyanlori,bʊ̀ ɲánlórí,n,,,
bonyaŋaa,bʊ̀ nɲáŋáá,n,,,
bonyɛ,bʊ̀ ɲɛ,,,A dɔɔ suuri da iri ne la o pɔge kyɛ o da ba de bonyɛ tuuro ne o. The man was annoyed with his wife but he did not have any wicked ideas towards her. bonyɛ [bʊ̀ ɲɛ]́	adj. having wicked ideas,
boŋ,bóŋ,pron,,"Boŋ ka fo na e zenɛ? What will you do today? boŋemaŋ [bʊ́ŋɪmáŋ]̀ adj. hazy boŋganaa [bʊŋganaa] n. bed, some-",
boŋgoraa,bʊ́ŋgʊ̀ ráà,n,,,
boŋgori,bʊ́ŋgòrí,n,,,
boŋgori,bóŋgórí,n,,,
boŋgu,bʊ́ŋgù,n,,,
boŋguolaa,bʊ́ŋgúóláá,n,,,
boŋguoli,bʊ́ŋgúólí,n,,,
boŋguoli,bʊ̌ŋgúólì,n,,,
boŋguolo,bʊ́ŋgúólò,n,,,
boŋguraa,bʊ́ŋgùráà,n,,,
boŋguuro,bʊ́ŋgúúro,n,,,
boŋgbuli,bʊ́ŋgbùlí,n,,,
boŋkaa,bʊ́ŋkáá,n,,,
boŋkaa,bʊ́ŋkàà,n,,,
boŋkãa,bʊ́ŋkã́ã̀,n,,,
boŋkaara,bʊ́ŋkáára,n,,,
boŋkaŋa,bʊ́ŋkáŋá,n,,,
boŋkapala,bʊ́ŋkpálá,n,,,
boŋkaraa,bʊ́ŋkáráá,n,,,
boŋkoŋi,bʊ́ŋkǒŋ,n,,,
boŋkõɔ,bʊ́ŋkʊ̃́ɔ̃́,n,,,
boŋkoɔraa,bʊ́ŋkʊ́ɔ́ráá,n,,,
boŋkoɔraa,bʊ́ŋkʊ́ɔ́ráà,n,,,
boŋkore,bʊ́ŋkʊ́rɪ,,,,
boŋkuoŋaa,bʊ́ŋkúóŋáá,n,,,
boŋkũu,bʊ́ŋkṹṹ,n,,,
boŋkpɔgɔ,bʊ́ŋkpɔ́gɔ̀,n,,,
Boŋŋo,bóŋŋò,n,,,
boŋŋmaa,bʊ́ŋŋmáá,n,,,
boŋŋmaa,bʊ́ŋŋmàà,n,,,
boŋŋmaa,bʊ́ŋŋmàà,n,,,
boŋŋmare,bʊ́ŋŋmárɪ,,,,
boŋŋmare,bʊ́ŋŋmàrɪ,,,,
boŋŋmeɛraa,bʊ́ŋŋmɪɛ́ ráà,,,,
boŋo,bòŋó,n,,,
boŋɔ,bʊ̀ ŋɔ́,adv,,,
boo,bóò,pron,,,
boo,bʊ̀ ʊ̀,adj,,,
bõo,bʊ̀̃ ʊ̀̃,adv,,,
boolimbo,bòòlímbò,n,,,
boore,bʊ̀ ʊ̀ rɪ,,,,
boore,bʊ́ʊ́rɪ,,,,
boore,bʊ̀ ʊ̀ rɪ,,,,
boorɔ,bʊ́ʊ́rɔ́,n,,,
boɔ,bʊ́ɔ́,n,,,
bõɔ,bʊ̀̃ ɔ̀̃,v,,"O bõɔ la a kãa poli o eŋɛ zaa. She scooped up a large amount of lotion and rubbed it all over her body. bõɔɛ, boɔnɔ, boɔnɔ, boɔnema, boɔnaa",
bõɔ,bʊ̀̃ ɔ̀̃,v,,"A dɔɔ suuri iree la ka o maŋ deɛ bõɔ neɛ te lɔɔ. The man is so annoyed that he snubs anybody he comes across. bõɔɛ, boɔnɔ, boɔnɔ, boɔnema, boɔnaa",
boɔbo,bʊ́ɔ́bʊ̀,n,,,
boɔlaa,bʊ̀ ɔ̀làá,n,,,
boɔle,bʊ̀ ɔ̀lɪ,,,,
boɔraa,bʊ̀ ɔ̀ráà,n,,,
boɔre,bʊ̀ ɔ̀rɪ,,,,
